"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0030178","BP","negative regulation of Wnt signaling pathway",179,179,0.000491607248781118,0.0357798918152615
"GO:0008544","BP","epidermis development",388,383,0.000493694949056042,0.035813250759907
"GO:0022834","MF","ligand-gated channel activity",178,178,0.000511327676278497,0.0369703365940834
"GO:0046879","BP","hormone secretion",319,316,0.000522602003537126,0.0376616132385116
"GO:0043269","BP","regulation of monoatomic ion transport",427,421,0.000529447504327048,0.0380302488402239
"GO:0030674","MF","protein-macromolecule adaptor activity",1179,1151,0.000537049201791038,0.0384506236331173
"GO:0030855","BP","epithelial cell differentiation",747,732,0.000544703057701132,0.0388719909359444
"GO:0035725","BP","sodium ion transmembrane transport",176,176,0.000548705882992731,0.0390309233274441
"GO:0098588","CC","bounding membrane of organelle",2173,2110,0.000550964883914676,0.0390651875756277
"GO:0015276","MF","ligand-gated monoatomic ion channel activity",176,176,0.000554380332136104,0.0391809636667253
"GO:0007276","BP","gamete generation",805,788,0.000564753541048223,0.039786162923846
"GO:0009792","BP","embryo development ending in birth or egg hatching",699,686,0.000567986579826917,0.0398860863405611
"GO:0042692","BP","muscle cell differentiation",431,425,0.00057002662372121,0.0399018636604847
"GO:0051146","BP","striated muscle cell differentiation",316,313,0.000575034027191306,0.0401245965640156
"GO:1902495","CC","transmembrane transporter complex",472,465,0.00060449916760314,0.042047125645307
"GO:0050767","BP","regulation of neurogenesis",361,357,0.000628954854645459,0.0436101820350385
"GO:0097435","BP","supramolecular fiber organization",784,768,0.000633597124927089,0.0437939144839542
"GO:0005576","CC","extracellular region",4092,3952,0.000639321525815016,0.0439438406486186
"GO:0044087","BP","regulation of cellular component biogenesis",1014,991,0.000639764741017195,0.0439438406486186
"GO:0001508","BP","action potential",172,172,0.000649929173888439,0.0445029384488096
"GO:0006950","BP","response to stress",3946,3815,0.000654743794872174,0.0446339921844968
"GO:0010720","BP","positive regulation of cell development",432,426,0.000656279380350147,0.0446339921844968
"GO:0043491","BP","phosphatidylinositol 3-kinase/protein kinase B signal transduction",350,346,0.000657935098624975,0.0446339921844968
"GO:0048705","BP","skeletal system morphogenesis",229,228,0.000677375705855101,0.0458114400452157
"GO:0051128","BP","regulation of cellular component organization",2433,2361,0.000684419651411686,0.046145840300702
"GO:0002682","BP","regulation of immune system process",1594,1550,0.000688743077351003,0.046295329786468
"GO:0046983","MF","protein dimerization activity",1051,1026,0.00071038794597366,0.0475328609205896
"GO:1903522","BP","regulation of blood circulation",267,265,0.000711479128429208,0.0475328609205896
"GO:0051962","BP","positive regulation of nervous system development",273,271,0.000757157486866702,0.0504312774585761
"GO:0098662","BP","inorganic cation transmembrane transport",803,786,0.000773214633586699,0.0513451892635518
"GO:0000165","BP","MAPK cascade",770,754,0.000782246609963659,0.0517884954427748
"GO:1903530","BP","regulation of secretion by cell",569,559,0.000786816523871815,0.0519346162003078
"GO:0016740","MF","transferase activity",2123,2061,0.00081349947469145,0.0535350851907726
"GO:0008324","MF","monoatomic cation transmembrane transporter activity",605,594,0.000829393768286825,0.0544181344087893
"GO:0022832","MF","voltage-gated channel activity",166,166,0.000835503396782355,0.0546056555256065
"GO:0048589","BP","developmental growth",680,667,0.000837220469159663,0.0546056555256065
"GO:0043009","BP","chordate embryonic development",682,669,0.000867570263000681,0.0564177348543046
"GO:0016055","BP","Wnt signaling pathway",465,458,0.000888646228416314,0.0575502992030293
"GO:0050911","BP","detection of chemical stimulus involved in sensory perception of smell",306,301,0.000890223008600089,0.0575502992030293
"GO:0150034","CC","distal axon",265,263,0.000911541780862125,0.0586575728135402
"GO:0005244","MF","voltage-gated monoatomic ion channel activity",164,164,0.000912688348600126,0.0586575728135402
"GO:0006869","BP","lipid transport",451,444,0.000915508759389242,0.0586672960098412
"GO:0015698","BP","inorganic anion transport",164,164,0.000926788049701707,0.0592174457338474
"GO:0006820","BP","monoatomic anion transport",163,163,0.000940359188748684,0.0597555901420801
"GO:0004984","MF","olfactory receptor activity",304,299,0.000941004646426636,0.0597555901420801
"GO:0045216","BP","cell-cell junction organization",217,216,0.000943366231997352,0.0597555901420801
"GO:0043025","CC","neuronal cell body",464,457,0.000974378406858915,0.0615426361573533
"GO:0098771","BP","inorganic ion homeostasis",524,515,0.000988192627456821,0.0622363150472806
"GO:0030111","BP","regulation of Wnt signaling pathway",340,336,0.000991076700476514,0.0622396167899251
"GO:0019900","MF","kinase binding",738,723,0.00100622965150145,0.0630111901424552
"GO:0006952","BP","defense response",1875,1819,0.00101009877342293,0.0630737813631703
"GO:0042742","BP","defense response to bacterium",315,311,0.00102796073152672,0.0640072999403888
"GO:0040007","BP","growth",929,908,0.00104044778716853,0.064368765819418
"GO:0050878","BP","regulation of body fluid levels",371,366,0.00104352702459936,0.064368765819418
"GO:0007156","BP","homophilic cell adhesion via plasma membrane adhesion molecules",162,162,0.00104374197893347,0.064368765819418
"GO:0043408","BP","regulation of MAPK cascade",659,646,0.00104547995439182,0.064368765819418
"GO:0090066","BP","regulation of anatomical structure size",493,485,0.00106394681398495,0.0652986083483032
"GO:0003002","BP","regionalization",427,421,0.00106652413089358,0.0652986083483032
"GO:0048568","BP","embryonic organ development",462,455,0.00108624523376592,0.0663213062171525
"GO:0002790","BP","peptide secretion",256,254,0.00111744342257438,0.0680371369201798
"GO:0071396","BP","cellular response to lipid",650,637,0.0011273363740235,0.0684498715498247
"GO:0045321","BP","leukocyte activation",965,942,0.0011385703729961,0.0689415338800393
"GO:0007584","BP","response to nutrient",159,159,0.00114551640664116,0.0691715676317929
"GO:0048863","BP","stem cell differentiation",259,257,0.00115121855648415,0.0692226265184192
"GO:0015081","MF","sodium ion transmembrane transporter activity",158,158,0.00115266065995184,0.0692226265184192
"GO:0060047","BP","heart contraction",254,252,0.00115787876351054,0.0693465264903591
"GO:0003677","MF","DNA binding",2372,2300,0.00117335780688563,0.070080938090344
"GO:0006874","BP","intracellular calcium ion homeostasis",292,289,0.00117651802344572,0.070080938090344
"GO:0008285","BP","negative regulation of cell population proliferation",744,728,0.00122318066042782,0.0726635430167663
"GO:0015850","BP","organic hydroxy compound transport",286,283,0.00124209768289696,0.0735884287603104
"GO:0005794","CC","Golgi apparatus",1588,1544,0.00125156633529653,0.0739500754027361
"GO:0010876","BP","lipid localization",473,465,0.00130744542165736,0.0770446390563775
"GO:0040011","BP","locomotion",1310,1275,0.00131758287124352,0.0774344158019587
"GO:0051056","BP","regulation of small GTPase mediated signal transduction",296,293,0.00134948199275311,0.0790976378685692
"GO:0015629","CC","actin cytoskeleton",524,515,0.00135501833267016,0.0792109121066229
"GO:0006865","BP","amino acid transport",156,156,0.00136131805060252,0.0793680921810171
"GO:0090596","BP","sensory organ morphogenesis",293,290,0.00136762570445029,0.0795249020735908
"GO:1903131","BP","mononuclear cell differentiation",519,510,0.0014095971785639,0.0817491978491678
"GO:0015103","MF","inorganic anion transmembrane transporter activity",153,153,0.00147233492597081,0.0850125817738155
"GO:0035295","BP","tube development",1175,1145,0.00147415269212018,0.0850125817738155
"GO:0030072","BP","peptide hormone secretion",248,246,0.00147747071144666,0.0850125817738155
"GO:0015079","MF","potassium ion transmembrane transporter activity",154,154,0.00149079625946389,0.085555357135813
"GO:0007507","BP","heart development",622,610,0.00149498934041213,0.0855725669329653
"GO:0009925","CC","basal plasma membrane",288,285,0.00153741435967617,0.0877723834433307
"GO:0055001","BP","muscle cell development",202,201,0.00155121941292938,0.0883310950678441
"GO:0006909","BP","phagocytosis",242,240,0.00156892702967633,0.089108568765596
"GO:0098857","CC","membrane microdomain",285,282,0.00161777851097894,0.091646318740508
"GO:0001944","BP","vasculature development",830,811,0.00162426578768521,0.0917772802398998
"GO:1901701","BP","cellular response to oxygen-containing compound",1221,1189,0.00166102142613571,0.0936134639652895
"GO:0045121","CC","membrane raft",284,281,0.00166787943909787,0.0937595653999264
"GO:0050839","MF","cell adhesion molecule binding",619,607,0.00168011356520443,0.0941649217774348
"GO:0046649","BP","lymphocyte activation",796,778,0.0016860031929941,0.0941649217774348
"GO:0005261","MF","monoatomic cation channel activity",322,318,0.00168794263786666,0.0941649217774348
"GO:1903825","BP","organic acid transmembrane transport",149,149,0.00173347464958883,0.0964601842986391
"GO:0043588","BP","skin development",319,315,0.00174181894425508,0.096679748471532
"GO:0001568","BP","blood vessel development",793,775,0.00179137646317281,0.0991799865504744
"GO:0098793","CC","presynapse",620,608,0.00180892586900751,0.0998999763838821
"GO:0022412","BP","cellular process involved in reproduction in multicellular organism",430,423,0.00183223700540186,0.100933757841436
"GO:0060537","BP","muscle tissue development",441,434,0.00185156799928107,0.101743661560495
"GO:0042060","BP","wound healing",435,428,0.00188603749802287,0.103379312235767
"GO:0007599","BP","hemostasis",237,235,0.00195872903943325,0.107088747818302
"GO:0060070","BP","canonical Wnt signaling pathway",318,314,0.0019634561133201,0.107088747818302
"GO:0050817","BP","coagulation",236,234,0.00198647125481333,0.108075837081181
"GO:0090090","BP","negative regulation of canonical Wnt signaling pathway",145,145,0.0020533899772865,0.111440769631499
"GO:1905039","BP","carboxylic acid transmembrane transport",145,145,0.00207848440350224,0.112524845293052
"GO:0050808","BP","synapse organization",548,538,0.00209094317090274,0.112921206133765
"GO:0019722","BP","calcium-mediated signaling",234,232,0.0020970142126436,0.112971500965457
"GO:0022890","MF","inorganic cation transmembrane transporter activity",569,558,0.0021041934293737,0.113081104101794
"GO:0050801","BP","monoatomic ion homeostasis",598,586,0.00213113634319125,0.114249699569131
"GO:0099177","BP","regulation of trans-synaptic signaling",508,499,0.00218056911574172,0.116615350763998
"GO:0042803","MF","protein homodimerization activity",694,679,0.00220263445312764,0.117509478834334
"GO:0015293","MF","symporter activity",143,143,0.00220900655858775,0.117564077863822
"GO:0050804","BP","modulation of chemical synaptic transmission",507,498,0.00223822018683185,0.118831110402329
"GO:0060078","BP","regulation of postsynaptic membrane potential",145,145,0.00228138721253142,0.120831062485399
"GO:0022604","BP","regulation of cell morphogenesis",237,235,0.0024162232597847,0.127440196565284
"GO:0007596","BP","blood coagulation",231,229,0.00241776897032409,0.127440196565284
"GO:0098656","BP","monoatomic anion transmembrane transport",141,141,0.00243007565197481,0.127782446962694
"GO:0051896","BP","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",307,303,0.00244515406102844,0.128268463631039
"GO:0021953","BP","central nervous system neuron differentiation",239,237,0.00246099286020992,0.128791959684319
"GO:0007169","BP","cell surface receptor protein tyrosine kinase signaling pathway",664,650,0.00248428165568624,0.129701925871695
"GO:0007200","BP","phospholipase C-activating G protein-coupled receptor signaling pathway",139,139,0.00255291425217071,0.13296932526709
"GO:0019222","BP","regulation of metabolic process",6355,6123,0.00255988761157884,0.133017327901898
"GO:0051174","BP","regulation of phosphorus metabolic process",564,553,0.00256680363079639,0.133062131615341
"GO:0030100","BP","regulation of endocytosis",305,301,0.00257759623992621,0.133226071421823
"GO:0040012","BP","regulation of locomotion",1133,1103,0.00258208855439929,0.133226071421823
"GO:0019220","BP","regulation of phosphate metabolic process",563,552,0.00263053130539859,0.135407677031993
"GO:0055080","BP","monoatomic cation homeostasis",589,577,0.00273745675012982,0.140582475158536
"GO:0019901","MF","protein kinase binding",662,648,0.00281693193590132,0.144326722496762
"GO:0007611","BP","learning or memory",272,269,0.00283663558526373,0.144998256195574
"GO:0022843","MF","voltage-gated monoatomic cation channel activity",138,138,0.00290524155284259,0.148160578495313
"GO:0007189","BP","adenylate cyclase-activating G protein-coupled receptor signaling pathway",184,183,0.00291466943002506,0.148297301092478
"GO:0031099","BP","regeneration",188,187,0.00300976456138746,0.152782044016851
"GO:0005938","CC","cell cortex",315,311,0.00302194777456671,0.152886830388914
"GO:0070161","CC","anchoring junction",882,861,0.00302574027384793,0.152886830388914
"GO:0050905","BP","neuromuscular process",189,188,0.00304002323174956,0.153256217050127
"GO:0044877","MF","protein-containing complex binding",1251,1217,0.0030696501132427,0.154395673888043
"GO:0008509","MF","monoatomic anion transmembrane transporter activity",135,135,0.00312008234098233,0.156573995102264
"GO:0008289","MF","lipid binding",832,812,0.00314579622588376,0.157504785979328
"GO:0044297","CC","cell body",527,517,0.00317401780188635,0.158556616557868
"GO:0003779","MF","actin binding",423,416,0.00318400230794918,0.158694718205721
"GO:0008360","BP","regulation of cell shape",136,136,0.00320096191219507,0.159179056176578
"GO:0014902","BP","myotube differentiation",135,135,0.00324796313304639,0.161151759964694
"GO:0006954","BP","inflammatory response",923,899,0.00334201656124594,0.165444873910328
"GO:0043270","BP","positive regulation of monoatomic ion transport",182,181,0.00335091011633485,0.165512369341663
"GO:0098773","BP","skin epidermis development",133,133,0.00337693478723087,0.166423826509719
"GO:0090257","BP","regulation of muscle system process",258,255,0.00343556888469568,0.168934684755282
